bidder_id,bid_merchandise,bid_country,bid_url,total_bids,total_auctions,total_merchandises,total_devices,total_countries,total_ips,total_urls,max_bids,max_auctions,max_merchandises,max_devices,max_countries,max_ips,max_urls,bid_freq,auction_freq,device_freq,country_freq,ip_freq,url_freq,url_auction,ip_merchandise,url_merchandise,ip_device,url_device,ip_country,url_country,max_bid_in_merchandise,min_bid_in_merchandise,max_bid_in_device,max_bid_in_country,max_bid_in_url,outcome
01349288df20199905e719f0ff7ee771nwryj                           ,47,15.67,2.61,47,21,1,18,3,29,18,1,1,1,1,1,1,1,25.43,26.24,26.39,28.18,25.91,26.39,0.86,29,18,1.61,1,9.67,6,47,47,11,45,22,0
445305769cbfccafc89ff5ebd004598einesy                           ,1371,22.85,2.31,1371,232,1,354,60,851,594,2,2,1,2,2,2,2,22.12,23.9,23.47,25.25,22.6,22.96,2.56,851,594,2.4,1.68,14.18,9.9,1371,1371,89,395,377,0
8c2bdb9dd878a811701838002627a056be0ce                           ,963,60.19,5.66,963,78,1,187,16,598,170,2,2,1,2,2,2,2,22.47,24.99,24.11,26.57,22.95,24.21,2.18,598,170,3.2,0.91,37.38,10.63,963,963,70,814,193,0
f211ff014ed43c9054916f97d6187108mpxr6                           ,3335,55.58,2.94,3335,272,1,322,60,2082,1133,2,2,1,2,2,2,2,21.23,23.74,23.57,25.25,21.7,22.31,4.17,2082,1133,6.47,3.52,34.7,18.88,3335,3335,271,2943,904,0
078e06b3288cf8f18ab7ed44b245fc56nbyfv                           ,8,8,8,8,5,1,5,1,5,1,1,1,1,1,1,1,1,26.15,26.62,26.62,28.23,26.62,28.23,0.2,5,1,1,0.2,5,1,8,8,3,8,8,0
40efc98d259ee36a8c2a387ba49f39d0fa39h                           ,146,29.2,11.23,146,24,1,68,5,92,13,2,1,1,1,1,2,1,24.35,26.16,25.11,27.72,24.81,26.77,0.54,92,13,1.35,0.19,18.4,2.6,146,146,33,133,67,0
7d8d3493942dc13742444f28626c5839axjqd                           ,2345,45.98,3.07,2345,245,1,332,51,1480,764,2,2,1,2,2,2,2,21.58,23.84,23.54,25.41,22.04,22.7,3.12,1480,764,4.46,2.3,29.02,14.98,2345,2345,166,877,394,0
cbc71ae3c3690c89485eda3f08b9bb51rqrxz                           ,107,8.92,35.67,107,30,1,61,12,68,3,1,1,1,1,1,1,1,24.66,25.93,25.22,26.85,25.12,28.24,0.1,68,3,1.11,0.05,5.67,0.25,107,107,6,61,105,0
13812c0d2c8c474bd62481d932407687o26kg                           ,11,2.75,1.83,11,7,1,8,4,7,6,1,1,1,1,1,1,1,26.54,27,26.86,27.56,27,27.15,0.86,7,6,0.88,0.75,1.75,1.5,11,11,4,6,5,0
a60101895443bfa5d4485b9c2c3e1b68t5ppq                           ,25,25,5,25,15,1,11,1,16,5,1,1,1,1,1,1,1,25.83,26.35,26.66,29.05,26.28,27.44,0.33,16,5,1.45,0.45,16,5,25,25,12,25,21,0
a2b4df001b0e40a398f6d4ae9b316c0eix5bh                           ,28,2.55,2.33,28,15,1,17,11,18,12,1,1,1,1,1,1,1,25.92,26.54,26.42,26.85,26.36,26.77,0.8,18,12,1.06,0.71,1.64,1.09,28,28,10,13,9,0
5d5816d216122786933fb74c459f35fc0vnac                           ,14,7,1.17,14,11,1,10,2,9,12,1,1,1,1,1,1,1,26.61,26.85,26.95,28.56,27.05,26.77,1.09,9,12,0.9,1.2,4.5,6,14,14,2,12,2,0
c1859303603734d90d1a91d80977e14echjim                           ,2356,138.59,3.1,2356,147,1,264,17,1515,761,3,2,1,3,2,3,3,21.58,24.35,23.76,26.51,22.02,22.71,5.18,1515,761,5.74,2.88,89.12,44.76,2356,2356,402,2230,982,0
51cf4dc8898554aedd8572f97a95ef5cpi3ct                           ,174,21.75,3.63,174,63,1,58,8,112,48,1,1,1,1,1,1,1,24.18,25.19,25.27,27.26,24.62,25.46,0.76,112,48,1.93,0.83,14,6,174,174,17,157,65,0
c41cd6791e262b44d26bdb3443fcfba97wlm3                           ,1586,35.24,4.68,1586,164,1,282,45,1027,339,3,3,1,3,2,3,3,21.97,24.24,23.7,25.54,22.41,23.52,2.07,1027,339,3.64,1.2,22.82,7.53,1586,1586,353,1101,830,0
7e34a26c4c339e875997f4b9239d2b5fscng4                           ,3874,258.27,3.82,3874,138,1,270,15,2528,1014,3,3,1,3,2,3,3,21.08,24.42,23.75,26.64,21.51,22.42,7.35,2528,1014,9.36,3.76,168.53,67.6,3874,3874,862,3804,1630,0
8d49c8e70bf96a255baf30acc76a3f59b394w                           ,29,7.25,2.42,29,18,1,15,4,19,12,1,1,1,1,1,1,1,25.88,26.35,26.54,27.86,26.3,26.76,0.67,19,12,1.27,0.8,4.75,3,29,29,6,14,11,0
6a2c4aeaa17c2fcf20958803a674f101vlxw1                           ,29,9.67,1.71,29,17,1,16,3,19,17,1,1,1,1,1,1,1,25.6,26.13,26.19,27.87,26.02,26.13,1,19,17,1.19,1.06,6.33,5.67,29,29,6,23,5,0
54e279a4e162af7fc55d640aa62d0cbc9hxil                           ,1136,27.71,1.9,1136,255,1,242,41,745,598,2,2,1,2,2,2,2,22.31,23.8,23.85,25.63,22.73,22.95,2.35,745,598,3.08,2.47,18.17,14.59,1136,1136,146,835,478,0
50a4bfbac8a9653af4099ec1169f684c2nsgu                           ,1817,67.3,2.36,1817,139,1,281,27,1192,770,2,2,1,2,2,2,2,21.84,24.41,23.7,26.05,22.26,22.7,5.54,1192,770,4.24,2.74,44.15,28.52,1817,1817,103,1579,382,0
f416aeaaafcbb66aabb77347776db008qw96o                           ,6789,76.28,1.65,6789,485,1,548,89,4516,4103,3,3,1,3,3,3,3,20.52,23.16,23.04,24.85,20.93,21.02,8.46,4516,4103,8.24,7.49,50.74,46.1,6789,6789,569,2579,1891,0
4955e2c318d0bdca797ce17794ba18fblhaau                           ,3352,1676,1.93,3352,62,1,259,2,2232,1739,3,2,1,3,2,3,3,21.23,25.22,23.79,28.65,21.63,21.88,28.05,2232,1739,8.62,6.71,1116,869.5,3352,3352,527,3347,1200,0
9d8a1ddb38499b3403a6a93395ef29bcrznni                           ,3,1.5,3,3,3,1,2,2,2,1,1,1,1,1,1,1,1,28.01,28.01,28.42,28.42,28.42,29.11,0.33,2,1,1,0.5,1,0.5,3,3,2,2,3,0
e18e3d0fbfba81cedcae619dfa977875p10ta                           ,3,1.5,3,3,3,1,2,2,2,1,1,1,1,1,1,1,1,27.6,27.6,28.01,28.01,28.01,28.7,0.33,2,1,1,0.5,1,0.5,3,3,2,2,3,0
042780ee9a3730703e35340c575c3cbb7zjwk                           ,3,1.5,3,3,2,1,3,2,2,1,1,1,1,1,1,1,1,26.52,26.93,26.52,26.93,26.93,27.62,0.5,2,1,0.67,0.33,1,0.5,3,3,1,2,3,0
a5fb60c136b7e0a6d0d6e27cadb2a797225r6                           ,48,48,1.92,48,10,1,33,1,32,25,1,1,1,1,1,1,1,25.44,27.01,25.82,29.32,25.85,26.1,2.5,32,25,0.97,0.76,32,25,48,48,3,48,21,0
936d73a062928a362901f0e507d57b0a8rjs7                           ,6,6,1.5,6,5,1,4,1,4,4,2,2,1,1,1,1,1,26.34,26.52,26.74,28.13,26.74,26.74,0.8,4,4,1,1,4,4,6,6,2,6,2,0
ca76df527977e5168e1b3352cfab2ed9htipb                           ,6,3,1.5,6,6,1,4,2,4,4,1,1,1,1,1,1,1,25.35,25.35,25.76,26.45,25.76,25.76,0.67,4,4,1,1,2,2,6,6,2,4,2,0
222a0e05442fec0af2d20ebdcafe4b28c2pi4                           ,3,1.5,1.5,3,3,1,2,2,2,2,1,1,1,1,1,1,1,26.48,26.48,26.89,26.89,26.89,26.89,0.67,2,2,1,1,1,1,3,3,2,2,2,0
d428139761f7b7563d57bb1f87b55876388j9                           ,3,1.5,1,3,2,1,2,2,2,3,1,1,1,1,1,1,1,28.09,28.5,28.5,28.5,28.5,28.09,1.5,2,3,1,1.5,1,1.5,3,3,2,2,1,0
46ceb58fb7a57d86a26cfa154c940a8cuktu7                           ,523,26.15,3.42,523,115,1,139,20,349,153,2,2,1,2,1,2,2,23.07,24.58,24.4,26.33,23.47,24.3,1.33,349,153,2.51,1.1,17.45,7.65,523,523,66,482,137,0
55b39a51c925bfb42fb812ebc5fe318emsjjf                           ,223,22.3,1.38,223,57,1,69,10,149,162,1,1,1,1,1,1,1,23.93,25.29,25.1,27.03,24.33,24.25,2.84,149,162,2.16,2.35,14.9,16.2,223,223,16,193,12,1
b071545f5ad73150880c42e780d951bdzvxn7                           ,646,19.58,2.17,646,203,1,191,33,433,298,3,3,1,2,2,3,2,22.87,24.03,24.09,25.84,23.27,23.64,1.47,433,298,2.27,1.56,13.12,9.03,646,646,52,243,165,0
2a7d1f9483d34546c4d099e36e3a79790qvjm                           ,1647,27.92,8.85,1647,206,1,334,59,1106,186,2,2,1,2,2,2,2,21.93,24.01,23.53,25.26,22.33,24.12,0.9,1106,186,3.31,0.56,18.75,3.15,1647,1647,105,877,460,0
2eb8a353db13e68388f544daa2e28359oenbs                           ,311,9.72,1.27,311,104,1,123,32,209,244,2,2,1,2,2,2,2,23.6,24.7,24.53,25.87,24,23.84,2.35,209,244,1.7,1.98,6.53,7.63,311,311,23,117,65,0
8b809e18804865ff2a2e799c9a5e8a48mtxdh                           ,116,9.67,1.59,116,53,1,47,12,78,73,2,2,1,2,2,2,2,24.55,25.33,25.45,26.82,24.95,25.01,1.38,78,73,1.66,1.55,6.5,6.08,116,116,10,81,20,0
802a819acf0601b43fe5426cb48ac0bbqwfu8                           ,4157,88.45,3.8,4157,203,1,307,47,2803,1093,3,3,1,3,3,3,3,21.01,24.03,23.61,25.49,21.4,22.35,5.38,2803,1093,9.13,3.56,59.64,23.26,4157,4157,1178,3750,2342,0
d27221cf2bfaf0fa7a60ffd3e1e3a53efagvp                           ,513,34.2,2.83,513,90,1,125,15,350,181,2,2,1,2,1,2,2,23.1,24.84,24.51,26.63,23.48,24.14,2.01,350,181,2.8,1.45,23.33,12.07,513,513,38,469,127,0
0817731a4d2e319f6f771da3f522b8bfv6njs                           ,85,10.63,85,85,16,1,12,8,58,1,1,1,1,1,1,1,1,24.51,26.18,26.47,26.87,24.89,28.95,0.06,58,1,4.83,0.08,7.25,0.13,85,85,52,57,85,0
90fe8d6fc0bbe4ff2ca7833fe51bddbaaibof                           ,974,20.72,4.27,974,164,1,224,47,667,228,2,2,1,2,2,2,2,22.46,24.24,23.93,25.49,22.84,23.91,1.39,667,228,2.98,1.02,14.19,4.85,974,974,158,728,391,0
012441119bcf83b23d4768bb72cea6d6carua                           ,13,2.17,4.33,13,9,1,9,6,9,3,1,1,1,1,1,1,1,26.64,27,27,27.41,27,28.1,0.33,9,3,1,0.33,1.5,0.5,13,13,3,4,8,0
08515611e73803dc6d8c562b8514dfb5qi3z9                           ,150,7.5,7.14,150,38,1,76,20,104,21,1,1,1,1,1,1,1,24.33,25.7,25.01,26.35,24.7,26.3,0.55,104,21,1.37,0.28,5.2,1.05,150,150,19,59,75,0
4de2f22ca840fce9ac653e4aa06d9b0cnhudf                           ,36,36,1.71,36,13,1,21,1,25,21,1,1,1,1,1,1,1,25.62,26.64,26.16,29.21,25.99,26.16,1.62,25,21,1.19,1,25,21,36,36,5,36,5,0
0cbd01c9e8cc800aabd3b3e4c618f9caktfgp                           ,834,27.8,1.97,834,70,1,169,30,581,423,2,2,1,2,2,2,2,22.44,24.92,24.04,25.76,22.8,23.12,6.04,581,423,3.44,2.5,19.37,14.1,834,834,71,694,170,0
01cda526658455000913950f20cf31a2q6nsf                           ,33,11,2.2,33,15,1,21,3,23,15,1,1,1,1,1,1,1,25.82,26.61,26.27,28.22,26.18,26.61,1,23,15,1.1,0.71,7.67,5,33,33,3,27,16,0
29544507566320f1125d8e9f9a0ab3f2jswhk                           ,103,5.72,1.84,103,50,1,49,18,72,56,1,1,1,1,1,1,1,24.69,25.41,25.43,26.44,25.05,25.3,1.12,72,56,1.47,1.14,4,3.11,103,103,11,28,21,0
0a43de0ab0a7525fec59ef4bc1dda7a2z9z69                           ,403,13.43,44.78,403,143,1,144,30,282,9,2,2,1,2,2,2,2,23.34,24.38,24.37,25.94,23.7,27.14,0.06,282,9,1.96,0.06,9.4,0.3,403,403,39,279,259,0
d154075c75cbb3f4b716a16c88eedd774i8s0                           ,30,7.5,5,30,21,1,10,4,21,6,1,1,1,1,1,1,1,25.9,26.26,27,27.92,26.26,27.51,0.29,21,6,2.1,0.6,5.25,1.5,30,30,18,24,20,0
aa7e36069de119ee3ad7c4d8c925fa3ekrs4i                           ,30,6,3.75,30,19,1,15,5,21,8,1,1,1,1,1,1,1,25.84,26.29,26.53,27.63,26.19,27.16,0.42,21,8,1.4,0.53,4.2,1.6,30,30,13,24,17,0
3893d2c62d59c232112efd332bc342dap8b4j                           ,10,5,3.33,10,8,1,7,2,7,3,1,1,1,1,1,1,1,26.93,27.15,27.28,28.54,27.28,28.13,0.38,7,3,1,0.43,3.5,1.5,10,10,3,9,8,0
322addd5687d99bf69306148e12f87dc5jbsh                           ,10,10,2.5,10,7,1,5,1,7,4,1,1,1,1,1,1,1,26.39,26.74,27.08,28.69,26.74,27.3,0.57,7,4,1.4,0.8,7,4,10,10,6,10,7,0
47c5cd21a74e45dd294cdd53041ec0a3dw3ge                           ,832,17.33,2.2,832,125,1,216,48,583,378,2,2,1,2,2,2,2,22.62,24.51,23.97,25.47,22.97,23.41,3.02,583,378,2.7,1.75,12.15,7.88,832,832,46,211,182,0
2271fe5b01f9b8f9d8409014ae4511524grmq                           ,5767,75.88,1.38,5767,378,1,522,76,4055,4174,3,3,1,3,3,3,3,20.68,23.41,23.09,25.01,21.04,21.01,11.04,4055,4174,7.77,8,53.36,54.92,5767,5767,643,1820,412,0
d9c6b6d7290e4475bcd6d264fb33a706fqtvc                           ,675,18.24,2.29,675,128,1,179,37,475,295,2,2,1,2,2,2,2,22.83,24.49,24.15,25.73,23.18,23.65,2.3,475,295,2.65,1.65,12.84,7.97,675,675,44,291,142,0
23bdbb8575f191b71853bf78d09e11a1lhnfn                           ,31,7.75,2.58,31,16,1,15,4,22,12,1,1,1,1,1,1,1,25.75,26.41,26.47,27.79,26.09,26.7,0.75,22,12,1.47,0.8,5.5,3,31,31,11,27,15,0
cba6f45915ebbd4b5404c6d357153c0adeblt                           ,100,7.69,2.04,100,49,1,53,13,71,49,1,1,1,1,1,1,1,24.73,25.44,25.36,26.77,25.07,25.44,1,71,49,1.34,0.92,5.46,3.77,100,100,12,44,24,0
ef65488c949595d7885525ccfab9100c6cmqb                           ,218,12.82,1.42,218,80,1,82,17,155,153,1,1,1,1,1,1,1,23.95,24.95,24.93,26.5,24.29,24.3,1.91,155,153,1.89,1.87,9.12,9,218,218,15,128,30,0
70daecd44c89c37525aa2ca294378ead4dggh                           ,433,43.3,1.68,433,66,1,90,10,308,257,1,1,1,1,1,1,1,23.26,25.14,24.83,27.03,23.6,23.79,3.89,308,257,3.42,2.86,30.8,25.7,433,433,29,216,59,0
ff58ffde976a4899dcd89597a7877e18lntgz                           ,435,13.59,3.45,435,121,1,132,32,310,126,2,2,1,2,2,2,2,23.26,24.54,24.45,25.87,23.6,24.5,1.04,310,126,2.35,0.95,9.69,3.94,435,435,43,344,151,0
82ae4df0acf8237d7af1a790e3848645bp73e                           ,7,3.5,1.75,7,4,1,3,2,5,4,1,1,1,1,1,1,1,26.43,26.99,27.28,27.68,26.77,26.99,1,5,4,1.67,1.33,2.5,2,7,7,3,4,3,0
5850b68151cf0760e94acb39c4dfa02026k4u                           ,7,2.33,1.4,7,7,1,4,3,5,5,1,1,1,1,1,1,1,26.4,26.4,26.96,27.24,26.73,26.73,0.71,5,5,1.25,1.25,1.67,1.67,7,7,3,5,3,0
c1624207d78346c3c58cd44f3d5472fcriae4                           ,7,2.33,1.17,7,7,1,4,3,5,6,1,1,1,1,1,1,1,26.54,26.54,27.1,27.39,26.88,26.7,0.86,5,6,1.25,1.5,1.67,2,7,7,4,5,2,0
7b93ccc9d5730b561ec5fa7f4bd48c04qudf1                           ,785,24.53,1.34,785,181,1,226,32,563,584,2,2,1,2,2,2,2,22.67,24.14,23.92,25.87,23.01,22.97,3.23,563,584,2.49,2.58,17.59,18.25,785,785,74,204,64,0
4d6fa52e125a18f433db6e6603b58ec7k1key                           ,46,2.71,2.3,46,14,1,28,17,33,20,1,1,1,1,1,1,1,25.49,26.68,25.99,26.49,25.82,26.32,1.43,33,20,1.18,0.71,1.94,1.18,46,46,11,13,25,0
fb81da0790d821a22617d748d0226540ylrj6                           ,856,18.61,13.59,856,138,1,206,46,615,63,2,2,1,2,2,2,2,22.59,24.41,24.01,25.51,22.92,25.2,0.46,615,63,2.99,0.31,13.37,1.37,856,856,63,549,237,0
eaad20ae39d343daf76adc0b1a4984faumuzj                           ,64,64,1.68,64,3,1,46,1,46,38,1,1,1,1,1,1,1,25.11,28.17,25.44,29.27,25.44,25.63,12.67,46,38,1,0.83,46,38,64,64,5,64,26,0
4a2d5b70f0fcec3ad9d8ac4b447efd6f3vs9c                           ,294,14,2.75,294,118,1,106,21,212,107,1,1,1,1,1,1,1,23.65,24.56,24.67,26.29,23.98,24.66,0.91,212,107,2,1.01,10.1,5.1,294,294,14,218,66,0
283987b9f1ffd4514757483ee1f01351xd678                           ,127,7.06,2.19,127,65,1,65,18,92,58,2,2,1,2,2,2,2,24.48,25.15,25.15,26.44,24.81,25.27,0.89,92,58,1.42,0.89,5.11,3.22,127,127,9,54,36,0
e8291466de91b0eb4e1515143c7f74dexy2yr                           ,13736,114.47,66.68,13736,589,1,311,120,9953,206,4,4,1,4,4,4,3,19.82,22.97,23.6,24.56,20.14,24.02,0.35,9953,206,32,0.66,82.94,1.72,13736,13736,1818,1828,13049,0
c128bfe7aba668d71126d51b32428c01tkq99                           ,62,10.33,2.21,62,35,1,32,6,45,28,2,2,1,2,1,2,2,25.11,25.68,25.77,27.44,25.43,25.9,0.8,45,28,1.41,0.88,7.5,4.67,62,62,11,50,20,0
24284d3fc3334e0adeb6bb95637ca62d6dm96                           ,33,3.3,1.94,33,11,1,21,10,24,17,1,1,1,1,1,1,1,25.72,26.82,26.17,26.92,26.04,26.38,1.55,24,17,1.14,0.81,2.4,1.7,33,33,4,16,17,0
953e01bab9ac8786b4bfc77d183732bbqw6ng                           ,70,6.36,4.12,70,35,1,37,11,51,17,2,2,1,2,2,2,1,25.05,25.74,25.68,26.9,25.36,26.46,0.49,51,17,1.38,0.46,4.64,1.55,70,70,10,54,31,0
a027780df5d0312919d41edfd4947f27odx7t                           ,493,10.96,2.43,493,116,1,188,45,360,203,2,2,1,2,2,2,2,23.14,24.59,24.1,25.53,23.45,24.03,1.75,360,203,1.91,1.08,8,4.51,493,493,99,159,188,0
4089a2b7f26e5c13a7f3350bd52ebf8fh21nm                           ,669,83.63,6.76,669,78,1,140,8,489,99,2,2,1,2,1,2,2,22.82,24.97,24.38,27.24,23.13,24.73,1.27,489,99,3.49,0.71,61.13,12.38,669,669,108,632,259,0
a0aeb6de8a21a5b776f63530ed753fdb34k7y                           ,577,15.59,3.41,577,168,1,177,37,422,169,1,1,1,1,1,1,1,22.98,24.21,24.16,25.72,23.29,24.21,1.01,422,169,2.38,0.95,11.41,4.57,577,577,99,344,227,0
1b0534afb7c02bb023bd4767ae73f17dqzqdu                           ,640,29.09,2.33,640,58,1,172,22,469,275,2,1,1,2,1,2,2,22.88,25.28,24.19,26.25,23.19,23.72,4.74,469,275,2.73,1.6,21.32,12.5,640,640,117,577,257,0
5324221d38a79636bc4560cbcf2d75c4gimrm                           ,15,5,5,15,6,1,5,3,11,3,2,2,1,1,1,2,1,26.54,27.46,27.64,28.15,26.85,28.15,0.5,11,3,2.2,0.6,3.67,1,15,15,8,10,12,0
782557b3ec17063f2a36fc9193ed3200h14me                           ,109,6.06,2.48,109,45,1,56,18,80,44,1,1,1,1,1,1,1,24.62,25.51,25.29,26.43,24.93,25.53,0.98,80,44,1.43,0.79,4.44,2.44,109,109,11,55,22,0
d2704c8bb6ebbf13e08f37131382b126wy4yc                           ,2258,45.16,2.26,2258,237,1,276,50,1659,997,2,2,1,2,2,2,2,21.62,23.88,23.72,25.43,21.93,22.44,4.21,1659,997,6.01,3.61,33.18,19.94,2258,2258,211,1946,504,1
cab0d4e41ea81636de3bd3a1800d8da8x4yca                           ,53,10.6,1.66,53,33,1,29,5,39,32,1,1,1,1,1,1,1,25.36,25.83,25.96,27.72,25.66,25.86,0.97,39,32,1.34,1.1,7.8,6.4,53,53,11,30,19,0
162886daa0054ff1ad422e0f18cddff3qofft                           ,72,4.5,3,72,52,1,27,16,53,24,1,1,1,1,1,1,1,25.05,25.37,26.03,26.55,25.36,26.15,0.46,53,24,1.96,0.89,3.31,1.5,72,72,28,22,38,0
78a444127a896122678835e12ef507deh01hn                           ,38,38,3.17,38,16,1,22,1,28,12,1,1,1,1,1,1,1,25.66,26.53,26.21,29.3,25.97,26.82,0.75,28,12,1.27,0.55,28,12,38,38,7,38,16,0
6679d668a393f336ba9d1cb6a154e03aifmkr                           ,19,2.38,1.19,19,17,1,13,8,14,16,1,1,1,1,1,1,1,26.25,26.36,26.63,27.11,26.55,26.42,0.94,14,16,1.08,1.23,1.75,2,19,19,5,7,4,0
ba0ca6f98ed66bdd1c4e86db2ce4011fdk6ii                           ,657,14.93,10.43,657,123,1,176,44,485,63,2,2,1,2,2,2,2,22.85,24.53,24.17,25.55,23.15,25.2,0.51,485,63,2.76,0.36,11.02,1.43,657,657,70,358,218,0
a447127835855849fa2ee496d05e0847fgt68                           ,688,26.46,2.94,688,128,1,155,26,508,234,2,2,1,2,1,2,2,22.8,24.48,24.29,26.08,23.1,23.88,1.83,508,234,3.28,1.51,19.54,9,688,688,154,626,312,0
613c7d60152ebf06e3a7dd326ba03261mnn8u                           ,54,7.71,4.15,54,42,1,33,7,40,13,1,1,1,1,1,1,1,25.34,25.59,25.83,27.38,25.64,26.76,0.31,40,13,1.21,0.39,5.71,1.86,54,54,5,27,18,0
61337802cac534b7e7711793039782d6f1yy9                           ,31,31,3.44,31,11,1,20,1,23,9,1,1,1,1,1,1,1,25.86,26.89,26.29,29.29,26.15,27.09,0.82,23,9,1.15,0.45,23,9,31,31,4,31,8,0
28a0d5539562290a1a2f63d5b7230db090ys3                           ,70,7.78,23.33,70,29,1,37,9,52,3,2,2,1,2,2,2,1,25.05,25.93,25.68,27.1,25.34,28.2,0.1,52,3,1.41,0.08,5.78,0.33,70,70,15,49,30,0
e0fde4b9b7ec14e80de3c811ecae157f6kqd9                           ,105,13.13,9.55,105,47,1,59,8,78,11,1,1,1,1,1,1,1,24.68,25.48,25.25,27.25,24.97,26.93,0.23,78,11,1.32,0.19,9.75,1.38,105,105,13,89,37,0
57c4421263d37c2cd2573cd7245a7a80h0mjf                           ,105,6.18,2.84,105,60,1,50,17,78,37,1,1,1,1,1,1,1,24.68,25.24,25.42,26.5,24.97,25.72,0.62,78,37,1.56,0.74,4.59,2.18,105,105,11,76,36,0
a9062f1d7c589bb01ee0b330ee8791fc702il                           ,117,39,16.71,117,6,1,23,3,87,7,1,1,1,1,1,1,1,24.56,27.53,26.19,28.22,24.86,27.38,1.17,87,7,3.78,0.3,29,2.33,117,117,28,113,111,0
1ba9422d7a55aa5abc3ff37d1cafa9f2yds7i                           ,710,17.75,8.26,710,127,1,189,40,530,86,2,2,1,2,2,2,2,22.78,24.5,24.1,25.65,23.07,24.89,0.68,530,86,2.8,0.46,13.25,2.15,710,710,73,499,238,0
67fbdc4209a1566288acba904a2b5a7ee588g                           ,1911,22.75,159.25,1911,325,1,375,84,1428,12,2,2,1,2,2,2,2,21.79,23.56,23.42,24.91,22.08,26.86,0.04,1428,12,3.81,0.03,17,0.14,1911,1911,82,936,1889,0
9ae9782ecff93ddf1c6fa13d711b9fe1gc266                           ,521,16.81,9.3,521,126,1,156,31,390,56,1,1,1,1,1,1,1,23.08,24.5,24.29,25.9,23.37,25.31,0.44,390,56,2.5,0.36,12.58,1.81,521,521,52,303,139,0
85499f83c5f1674c87d0fe77838c4da793u8y                           ,12,6,12,12,6,1,6,2,9,1,1,1,1,1,1,1,1,26.22,26.91,26.91,28.01,26.51,28.7,0.17,9,1,1.5,0.17,4.5,0.5,12,12,3,10,12,0
86091a1e6c99358936979baf67d54457x1dzy                           ,4,1.33,4,4,4,1,1,3,3,1,1,1,1,1,1,1,1,27.85,27.85,29.24,28.14,28.14,29.24,0.25,3,1,3,1,1,0.33,4,4,4,2,4,0
03e884d3e7e3356608187d2345e4693fyt29x                           ,4,4,2,4,3,1,3,1,3,2,1,1,1,1,1,1,1,26.75,27.04,27.04,28.14,27.04,27.45,0.67,3,2,1,0.67,3,2,4,4,2,4,2,0
2c72df02de4b36acf72ba549630808612ol08                           ,4,2,2,4,3,1,3,2,3,2,1,1,1,1,1,1,1,27.07,27.35,27.35,27.76,27.35,27.76,0.67,3,2,1,0.67,1.5,1,4,4,2,2,3,0
3b947f8c954acf4354d2c3bdcd494fb0x54ee                           ,4,2,2,4,3,1,3,2,3,2,1,1,1,1,1,1,1,27.33,27.62,27.62,28.03,27.62,28.03,0.67,3,2,1,0.67,1.5,1,4,4,2,2,3,0
c755d2832026bc2a6f5d2d6df5740f06mr3nj                           ,4,2,2,4,4,1,3,2,3,2,1,1,1,1,1,1,1,27.8,27.8,28.09,28.49,28.09,28.49,0.5,3,2,1,0.67,1.5,1,4,4,2,3,3,0
85ac49e7f93bf0e20323de78362bb4aadnwia                           ,24,8,1.41,24,19,1,14,3,18,17,1,1,1,1,1,1,1,26.14,26.37,26.68,28.22,26.43,26.49,0.89,18,17,1.29,1.21,6,5.67,24,24,5,21,4,0
ab3e02a6b47b250b738fdb010dc84cd7lrr07                           ,36,36,1.38,36,16,1,26,1,27,26,1,1,1,1,1,1,1,25.74,26.55,26.06,29.32,26.03,26.06,1.63,27,26,1.04,1,27,26,36,36,4,36,10,0
6da536112251f09a006b0c5223f154d46en4j                           ,4,2,1.33,4,4,1,2,2,3,3,1,1,1,1,1,1,1,27.37,27.37,28.07,28.07,27.66,27.66,0.75,3,3,1.5,1.5,1.5,1.5,4,4,2,3,2,0
e97becf0d4632035ad4cd5e65c827d6f0xawy                           ,4,1.33,1.33,4,4,1,2,3,3,3,1,1,1,1,1,1,1,27.9,27.9,28.6,28.19,28.19,28.19,0.75,3,3,1.5,1.5,1,1,4,4,3,2,2,0
1dce9aaf9d6b9cba38f9c7489764fe30nlrq2                           ,4,4,1.33,4,3,1,3,1,3,3,1,1,1,1,1,1,1,27.79,28.08,28.08,29.18,28.08,28.08,1,3,3,1,1,3,3,4,4,2,4,2,0
47e0637718480102d235233c83661a7850foh                           ,4,1.33,1.33,4,3,1,3,3,3,3,1,1,1,1,1,1,1,27.78,28.07,28.07,28.07,28.07,28.07,1,3,3,1,1,1,1,4,4,2,2,2,0
ed5fc53d096bcf1b86c30128040e775334ut0                           ,88,6.29,1.16,88,44,1,38,14,66,76,1,1,1,1,1,1,1,24.86,25.56,25.7,26.7,25.15,25.01,1.73,66,76,1.74,2,4.71,5.43,88,88,7,49,4,0
d5b75c812d172da1ecb3164a1cfb7527688gb                           ,4,4,1,4,3,1,3,1,3,4,1,1,1,1,1,1,1,27.29,27.58,27.58,28.67,27.58,27.29,1.33,3,4,1,1.33,3,4,4,4,2,4,1,0
0d1815382b08885d76c671ab600133adeyp5e                           ,1676,36.43,4.01,1676,160,1,281,46,1260,418,3,3,1,3,2,3,3,21.92,24.27,23.7,25.51,22.2,23.31,2.61,1260,418,4.48,1.49,27.39,9.09,1676,1676,88,1175,416,0
