bidder_id,bid_merchandise,bid_country,bid_url,total_bids,total_auctions,total_merchandises,total_devices,total_countries,total_ips,total_urls,max_bids,max_auctions,max_merchandises,max_devices,max_countries,max_ips,max_urls,bid_freq,auction_freq,device_freq,country_freq,ip_freq,url_freq,url_auction,ip_merchandise,url_merchandise,ip_device,url_device,ip_country,url_country,max_bid_in_merchandise,min_bid_in_merchandise,max_bid_in_device,max_bid_in_country,max_bid_in_url,outcome
e268d06507859d78894a8f6e11995f48zls7t                           ,203,203,1.01,203,23,1,2,1,203,201,2,2,1,2,1,2,2,20.46,22.64,25.08,25.77,20.46,20.47,8.74,203,201,101.5,100.5,203,201,203,203,106,203,3,1
6533b670e02ccf583288ba7c8f5fb1carmirt                           ,89,89,1,89,12,1,1,1,89,89,1,1,1,1,1,1,1,21.14,23.15,25.63,25.63,21.14,21.14,7.42,89,89,89,89,89,89,89,89,89,89,1,1
e7445f6107c8cd3783fa722c7dd29fe6rcd3a                           ,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,28.01,28.01,28.7,28.7,28.01,28.01,1,2,2,2,2,2,2,2,2,2,2,1,0
aa8aeba2bdd0353a108b9b26f12ed59559mvz                           ,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,23.79,24.48,24.48,24.48,23.79,23.79,2,2,2,2,2,2,2,2,2,2,2,1,0
76ab7c99de4a3141bf617bf30bec9feep3zuy                           ,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,27.49,27.49,28.18,27.49,27.49,27.49,1,2,2,2,2,1,1,2,2,2,1,1,0
0181b91f58e6cbaa832235e2879c9c00ovrzi                           ,3,1.5,1,3,2,1,2,2,3,3,1,1,1,1,1,1,1,27.55,27.96,27.96,27.96,27.55,27.55,1.5,3,3,1.5,1.5,1.5,1.5,3,3,2,2,1,0
2baa5a9ec317cb21a11d83f6dc72a2d6xy9jb                           ,4,2,1,4,2,1,3,2,4,4,1,1,1,1,1,1,1,27.44,28.13,27.73,28.13,27.44,27.44,2,4,4,1.33,1.33,2,2,4,4,2,3,1,0
233e09e861813cd087e8937f32a29bccs7b3l                           ,6,6,1,6,5,1,6,1,6,6,1,1,1,1,1,1,1,27.43,27.61,27.43,29.22,27.43,27.43,1.2,6,6,1,1,6,6,6,6,1,6,1,0
4985bdbf8710c33fd7c9d4771db7c690mcbyr                           ,5,5,1,5,4,1,5,1,5,5,1,1,1,1,1,1,1,27.66,27.88,27.66,29.27,27.66,27.66,1.25,5,5,1,1,5,5,5,5,1,5,1,0
99bfa04865566ca88573ebfd3c7fb1f2c64cr                           ,7,3.5,1,7,3,1,7,2,7,7,1,1,1,1,1,1,1,27.12,27.97,27.12,28.37,27.12,27.12,2.33,7,7,1,1,3.5,3.5,7,7,1,6,1,0
34a7ce35b13775be4e20930ba2788a3ebu5n0                           ,3,3,1,3,1,1,3,1,3,3,1,1,1,1,1,1,1,27.66,28.76,27.66,28.76,27.66,27.66,3,3,3,1,1,3,3,3,3,1,3,1,0
d3ab33e9314c95d6806813171f292299tmprm                           ,3,3,1,3,3,1,3,1,3,3,1,1,1,1,1,1,1,28.08,28.08,28.08,29.18,28.08,28.08,1,3,3,1,1,3,3,3,3,1,3,1,0
ccc371d7848a80bc31941248b9f49b95hn694                           ,3,3,1,3,3,1,3,1,3,3,1,1,1,1,1,1,1,27.32,27.32,27.32,28.42,27.32,27.32,1,3,3,1,1,3,3,3,3,1,3,1,0
c6f07c222aa3a9d35b0e01f8959ffd21oownr                           ,3,3,1,3,2,1,3,1,3,3,1,1,1,1,1,1,1,27.6,28.01,27.6,28.7,27.6,27.6,1.5,3,3,1,1,3,3,3,3,1,3,1,0
86b6207b5e87d58ae307bdc1545a101akz0ew                           ,5,2.5,1,5,5,1,5,2,5,5,1,1,1,1,1,1,1,27.59,27.59,27.59,28.5,27.59,27.59,1,5,5,1,1,2.5,2.5,5,5,1,4,1,0
8a958e0092f6ca984107ea6c3975f806c59m2                           ,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,27.13,27.82,27.13,27.82,27.13,27.13,2,2,2,1,1,2,2,2,2,1,2,1,0
8ab98c1e6cbfb902af4e02050a886396a40bg                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,26.76,26.76,26.76,27.45,26.76,26.76,1,2,2,1,1,2,2,2,2,1,2,1,0
9fbfbd8a57e4d4b18338063ffa43f1bez92lt                           ,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,28.33,29.03,28.33,29.03,28.33,28.33,2,2,2,1,1,2,2,2,2,1,2,1,0
a6f994251abda6687ada2e9de52bddb5cisa7                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,24.61,24.61,24.61,25.3,24.61,24.61,1,2,2,1,1,2,2,2,2,1,2,1,0
a262e805f766306f4adb38211abf235akxqh8                           ,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,26.42,27.11,26.42,27.11,26.42,26.42,2,2,2,1,1,2,2,2,2,1,2,1,0
5fc9437841f1dbbe63a3a933c48472fcohutg                           ,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,28.02,28.71,28.02,28.71,28.02,28.02,2,2,2,1,1,2,2,2,2,1,2,1,0
fe27fe0815883aa3e1a312f0dcb45981txa2m                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,28.57,28.57,28.57,29.27,28.57,28.57,1,2,2,1,1,2,2,2,2,1,2,1,0
5aeb71cdc92fe5d1c4a4e127d7ca7783gzje9                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,27.88,27.88,27.88,28.58,27.88,27.88,1,2,2,1,1,2,2,2,2,1,2,1,0
764234598477e02cbf8a43983fd43850l1c8f                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,26.21,26.21,26.21,26.9,26.21,26.21,1,2,2,1,1,2,2,2,2,1,2,1,0
6f6c9a1964fd4bbc082f2afdbf2d2af6ypdhn                           ,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,26.55,27.24,26.55,27.24,26.55,26.55,2,2,2,1,1,2,2,2,2,1,2,1,0
781972f2af3af2abc492f9dbb0f6fceahnban                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,28.49,28.49,28.49,29.18,28.49,28.49,1,2,2,1,1,2,2,2,2,1,2,1,0
722d1147768bdb5918584997e1f677e55g0nv                           ,4,2,1,4,2,1,4,2,4,4,1,1,1,1,1,1,1,27.73,28.42,27.73,28.42,27.73,27.73,2,4,4,1,1,2,2,4,4,1,2,1,0
69b32dd82f265a04826106d17e2bac9ao9fu8                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,28.04,28.04,28.04,28.73,28.04,28.04,1,2,2,1,1,2,2,2,2,1,2,1,0
f2bf8c94172c4d71076e151cb4e136007iiur                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,28.31,28.31,28.31,29.01,28.31,28.31,1,2,2,1,1,2,2,2,2,1,2,1,0
90953913d629a03e27590d0d0f64456601ktd                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,25.86,25.86,25.86,26.55,25.86,25.86,1,2,2,1,1,2,2,2,2,1,2,1,0
92a63dbb8323426833b944a4fc196fe27pzha                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,28.44,28.44,28.44,29.13,28.44,28.44,1,2,2,1,1,2,2,2,2,1,2,1,0
fdad47d27b793b74470086c35333d4fepycsl                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,25.86,25.86,25.86,26.55,25.86,25.86,1,2,2,1,1,2,2,2,2,1,2,1,0
b7515e5f181a6d4884674897226cfe9cpd6d6                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,26.1,26.1,26.1,26.79,26.1,26.1,1,2,2,1,1,2,2,2,2,1,2,1,0
069d020584a0e8c61e622321d4c43881j7pl3                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,25.92,25.92,25.92,26.61,25.92,25.92,1,2,2,1,1,2,2,2,2,1,2,1,0
1b268ea4fe034638a92d683b94bcb330vee4w                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,28.51,28.51,28.51,29.2,28.51,28.51,1,2,2,1,1,2,2,2,2,1,2,1,0
eefb0b863345336dce70312ff0f8faeb9qksv                           ,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,27.31,28,27.31,28,27.31,27.31,2,2,2,1,1,2,2,2,2,1,2,1,0
faaa98763b59ed5f02836d4bd682035bfhujq                           ,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,23.68,23.68,23.68,24.37,23.68,23.68,1,2,2,1,1,2,2,2,2,1,2,1,0
9ca41c3c062146a06d2682835f5136807yao2                           ,5,1.67,1,5,5,1,5,3,5,5,1,1,1,1,1,1,1,27.5,27.5,27.5,28.01,27.5,27.5,1,5,5,1,1,1.67,1.67,5,5,1,3,1,0
